OBJECTID,ID,NAME,STATE,STATUS,COUNTRY,LATITUDE,LONGITUDE,WELLIDNO,API,PERMITNO,OPERATOR,PRODTYPE,FIELD,COMPDATE,ID_LINK,GlobalID
93,SW48000093,KEERAN,TX,ACTIVE WELL,USA,28.79463173,-96.73426008,34112,4246934112D1,785927,"PINTAIL OIL & GAS, LLC",UNKNOWN,KOONTZ (4700),2014/07/02 00:00:00+00,W480488503,{83EB90D9-FF4A-45AE-80D8-D45E492699FF}
94,SW48000094,"PETERS, R.H. 29",TX,ACTIVE WELL,USA,32.53979274,-95.64108172,31007,4246731007DW,623307,UNION OIL COMPANY OF CALIFORNIA,UNKNOWN,NOT AVAILABLE,,W480490912,{094F3D7B-17E5-41DB-921D-6553C335A455}
95,SW48000095,O.L. SWAIN 11,TX,ACTIVE WELL,USA,32.54956261,-95.62827003,31035,4246731035DW,647096,UNION OIL COMPANY OF CALIFORNIA,UNKNOWN,NOT AVAILABLE,,W480490900,{B50F7FD5-FB15-4949-891B-91A22AC75CCC}
96,SW48000096,"ARLEDGE, PHILLIP",TX,ACTIVE WELL,USA,30.27407201,-101.44850509,30818,4246530818D1,642029,"WILLO OIL & GAS EXPLORATION, LLC",UNKNOWN,WILL O. (ELLENBURGER),2014/05/09 00:00:00+00,W480488564,{235358E0-0A91-4B49-A1A6-770D7FC9F50A}
97,SW48000097,CAUTHRON 'D',TX,ACTIVE WELL,USA,30.25755082,-100.80496911,30637,4246530637D1,502932,CONOCOPHILLIPS COMPANY,UNKNOWN,VINEGARONE (STRAWN),2002/02/13 00:00:00+00,W480488559,{5D489B41-7C6C-4A3D-A242-DB28C7D8BE08}
98,SW48000098,PEGASUS PENNSYLVANIAN UNIT,TX,ACTIVE WELL,USA,31.6418531,-102.14913771,33325,4246133325D1,423748,COG OPERATING LLC,UNKNOWN,PEGASUS (CONSOLIDATED),1994/06/06 00:00:00+00,W480490947,{F3773A29-A790-483E-828C-6F44B7B945D2}
99,SW48000099,MCELROY RANCH,TX,ACTIVE WELL,USA,31.42390971,-102.18766318,34731,4246134731DW,641819,"SOUTHWEST ROYALTIES, INC.",UNKNOWN,SPRABERRY (TREND AREA),2007/06/22 00:00:00+00,W480491025,{75E139F2-B7A4-4164-B107-2507F8381A70}
100,SW48000100,"MCELROY, J. T., CONS.",TX,ACTIVE WELL,USA,31.3575033,-102.29513006,00654,4246100654D1,442340,CHEVRON U. S. A. INC.,UNKNOWN,MCELROY,2008/12/09 00:00:00+00,W480490990,{C3EC7775-5EF7-442B-86A2-1A0597F17C02}
101,SW48000101,DEZAREY,TX,ACTIVE WELL,USA,31.31663242,-102.09964848,32324,4246132324D1,468888,SUMMIT PETROLEUM LLC,UNKNOWN,"AMACKER-TIPPETT, SW (LEONARD, L)",1997/10/04 00:00:00+00,W480490953,{CBEF4004-432D-4213-96A0-DECD1DD460EC}
102,SW48000102,"BARNET, ROSA",TX,ACTIVE WELL,USA,31.27214316,-102.17732443,10107,4246110107D1,284431,ESTORIL PRODUCING CORPORATION,UNKNOWN,NOT AVAILABLE,,W480490973,{32B92F32-635C-4209-814E-8724150380CD}
103,SW48000103,JANICE,TX,ACTIVE WELL,USA,31.30854929,-102.11071026,31951,4246131951D1,464295,SUMMIT PETROLEUM LLC,UNKNOWN,"AMACKER-TIPPETT, SW (WOLFCAMP)",1997/09/05 00:00:00+00,W480490956,{66B2BE64-4C22-4EC5-8A47-6B9B82D2E451}
104,SW48000104,"OWENS, ELLA",TX,ACTIVE WELL,USA,31.25709031,-101.97068767,33709,4246133709DW,625171,XTO ENERGY INC.,UNKNOWN,NOT AVAILABLE,,W480490984,{491D7C0A-56F0-4803-89D9-2971D076FB90}
105,SW48000105,LINSEY ELIZABETH,TX,ACTIVE WELL,USA,31.36544608,-102.0737564,33970,4246133970DW,790284,SUMMIT PETROLEUM LLC,UNKNOWN,SPRABERRY (TREND AREA),1999/04/03 00:00:00+00,W480490989,{D817A5EE-0F1B-4A95-9DF3-90E38AD777AE}
106,SW48000106,MARLENA,TX,ACTIVE WELL,USA,31.28661902,-102.12465598,33951,4246133951D1,497454,SUMMIT PETROLEUM LLC,UNKNOWN,JOHNES (MIDDLE WLFC. DETRITAL),2000/09/02 00:00:00+00,W480490969,{96BE3092-9ACC-46B0-A713-2E8822E989AC}
107,SW48000107,NOT AVAILABLE,TX,ACTIVE WELL,USA,31.1268877,-101.99200592,32568,4246132568D1,-999,NOT AVAILABLE,UNKNOWN,NOT AVAILABLE,,W480491066,{31C4C871-DBBC-42DE-8452-ED972D814582}
108,SW48000108,"UNIVERSITY ""21""",TX,ACTIVE WELL,USA,31.25304186,-101.81819044,34345,4246134345D2,524890,"CHEVRON MIDCONTINENT, L.P.",UNKNOWN,"BENEDUM (DEVONIAN, GAS)",2003/02/20 00:00:00+00,W480491077,{A5E6E01E-A772-4DD7-8B19-3E41EDD8B50B}
109,SW48000109,CATS BACK RICE,TX,ACTIVE WELL,USA,30.63089843,-94.27562291,30792,4245730792D1,787149,DAVIS SOUTHERN OPERATING CO LLC,UNKNOWN,NOT AVAILABLE,,W480489668,{1ABAFA7E-962B-4B23-99B1-63B62DF25D61}
110,SW48000110,RICE,TX,ACTIVE WELL,USA,30.64904497,-94.31739741,30805,4245730805D1,733543,"FORT APACHE ENERGY, INC.",UNKNOWN,BELINDA (YEGUA 4700 SAND),2013/03/15 00:00:00+00,W480489672,{93146F95-D75F-4C3D-B311-D0F5BEAF5AEF}
111,SW48000111,HITT KEETER UNIT,TX,ACTIVE WELL,USA,33.19349072,-99.17956064,35336,4244735336D1,407562,EMBASSY OIL COMPANY,UNKNOWN,SWAIM (CADDO),1993/04/01 00:00:00+00,W480490007,{7847CC42-419E-4B41-9F2E-4B1946174706}
112,SW48000112,SUNTURA (LOWER CLEAR FORK) UNIT,TX,ACTIVE WELL,USA,33.32143868,-102.52620306,32266,4244532266D1,698139,GREAT WESTERN DRILLING COMPANY,UNKNOWN,SUNTURA (LOWER CLEAR FORK),2010/11/20 00:00:00+00,W480489974,{A8E95C99-12CC-4792-8D37-7690DBE91DC7}
113,SW48000113,WELLMAN UNIT,TX,ACTIVE WELL,USA,33.03968104,-102.36586775,31435,4244531435D1,489909,"TRINITY EOR, LLC",UNKNOWN,WELLMAN,2015/10/14 00:00:00+00,W480489985,{EF11F3A8-AC26-4562-94E3-3AC59B6D097E}
114,SW48000114,"SCALES, MARY GLADYS",TX,ACTIVE WELL,USA,33.03790634,-102.35653436,00583,4244500583D1,-999,AMOCO PRODUCTION COMPANY,UNKNOWN,WELLMAN,,W480489987,{85E6CE7A-42C1-44A3-A6CD-B28BE058C877}
115,SW48000115,SCALES,TX,ACTIVE WELL,USA,33.03773932,-102.36355071,00084,4244500084D1,-999,UNION TEXAS PETROLEUM CORP.,UNKNOWN,WELLMAN,,W480489986,{1C58CA5A-2E9D-4423-92F1-3BBD0636A8BB}
116,SW48000116,"SCALES, HARMON",TX,ACTIVE WELL,USA,33.03456195,-102.36645521,00418,4244500418D1,-999,MOBIL OIL CORPORATION,UNKNOWN,WELLMAN,,W480489989,{BEF199F6-188F-4F5A-81AD-1E64C73A801A}
117,SW48000117,WELLMAN UNIT,TX,ACTIVE WELL,USA,33.02983819,-102.36013114,00425,4244500425D1,-999,"TRINITY EOR, LLC",UNKNOWN,WELLMAN,2006/06/22 00:00:00+00,W480489991,{A77A4130-62B8-424A-A827-39F928CC87B9}
118,SW48000118,"SCALES, HARMON",TX,ACTIVE WELL,USA,33.02755104,-102.36414591,00423,4244500423D1,-999,MOBIL OIL CORPORATION,UNKNOWN,WELLMAN,,W480489992,{C16DA7B4-CF5C-4FAD-8924-E60DB5A2A445}
119,SW48000119,WELLMAN UNIT,TX,ACTIVE WELL,USA,33.03446149,-102.36877721,32446,4244532446D1,825051,"TRINITY EOR, LLC",UNKNOWN,WELLMAN,2017/11/18 00:00:00+00,W480489996,{CD85E0EA-1CED-4A76-A6AD-70AA12C66E94}
120,SW48000120,LEEPER UNIT,TX,ACTIVE WELL,USA,33.38122125,-102.40964347,31561,4244531561D1,801479,ROCKER A OPERATING COMPANY,UNKNOWN,LEEPER (GLORIETA),2014/09/21 00:00:00+00,W480489997,{47C3783A-B968-4F94-BFB9-5FB8CD6D1F30}
121,SW48000121,WELLMAN UNIT,TX,ACTIVE WELL,USA,33.04055076,-102.36865906,31825,4244531825D1,783804,"TRINITY EOR, LLC",UNKNOWN,WELLMAN,2017/09/14 00:00:00+00,W480489984,{C141091E-08C5-4B3C-BDA8-FC8A190A0DC2}
122,SW48000122,"SCALES, MARY GLADYS",TX,ACTIVE WELL,USA,33.04339567,-102.36133384,00579,4244500579D1,-999,AMOCO PRODUCTION COMPANY,UNKNOWN,WELLMAN,,W480490001,{29607D23-8313-4C70-970E-3351A345925A}
123,SW48000123,WELLMAN UNIT,TX,ACTIVE WELL,USA,33.04504456,-102.35555958,00582,4244500582D1,-999,"TRINITY EOR, LLC",UNKNOWN,WELLMAN,,W480489983,{EB27BD65-9C19-4404-B875-5362C708DDFE}
124,SW48000124,SCALES,TX,ACTIVE WELL,USA,33.04360199,-102.36519471,00087,4244500087D2,-999,UNION TEXAS PETROLEUM CORP.,UNKNOWN,WELLMAN,,W480489995,{8B0CE43A-84D0-42BB-AF21-1D039DE86215}
125,SW48000125,SCALES,TX,ACTIVE WELL,USA,33.04463802,-102.36345405,00087,4244500087D1,-999,UNION TEXAS PETROLEUM CORP.,UNKNOWN,WELLMAN,,W480489995,{7C9A208C-9995-4B91-8903-2729B9B55292}
126,SW48000126,GARNER 12,TX,ACTIVE WELL,USA,30.62585494,-101.79849006,31039,4244331039DW,540143,"EOG RESOURCES, INC.",UNKNOWN,YUCCA BUTTE (CONNELL),2004/11/16 00:00:00+00,W480491752,{F5CB8447-2D75-4D9F-972D-7C3CFF447616}
127,SW48000127,MITCHELL 9,TX,ACTIVE WELL,USA,30.48392879,-102.07475095,30407,4244330407D1,421700,CHEVRON U. S. A. INC.,UNKNOWN,PAKENHAM (WOLFCAMP),1994/04/22 00:00:00+00,W480491705,{19AD640B-AC99-4C08-AFB1-E7AC0312CFDA}
128,SW48000128,MITCHELL 4,TX,ACTIVE WELL,USA,30.48051959,-102.05477636,30738,4244330738D1,462196,OXY USA INC.,UNKNOWN,PAKENHAM (THRUSTED),1998/03/14 00:00:00+00,W480491708,{1A850F57-D87B-410A-9D30-1422A5A046F7}
129,SW48000129,MITCHELL 31,TX,ACTIVE WELL,USA,30.47500653,-102.10698048,30663,4244330663DW,450608,OXY USA INC.,UNKNOWN,PAKENHAM (THRUSTED),1998/03/20 00:00:00+00,W480491712,{E7404F86-9E63-42B9-AAA6-90A57E03C48D}
130,SW48000130,MITCHELL 5A,TX,ACTIVE WELL,USA,30.46809687,-102.05244985,30614,4244330614DW,444834,OXY USA INC.,UNKNOWN,PAKENHAM (WOLFCAMP),1996/07/12 00:00:00+00,W480491720,{5E499078-D991-4F0F-834A-F21AC8E13444}
131,SW48000131,MITCHELL 7,TX,ACTIVE WELL,USA,30.46105274,-102.07977525,31082,4244331082DW,547529,"VINTAGE PETROLEUM, LLC",UNKNOWN,PAKENHAM (THRUSTED),2004/11/30 00:00:00+00,W480491723,{26D8D9C8-44F9-4902-8234-BCCEF763DD10}
132,SW48000132,MITCHELL 68,TX,ACTIVE WELL,USA,30.44365904,-102.03851294,30685,4244330685DW,453336,OXY USA INC.,UNKNOWN,PAKENHAM (WOLFCAMP),1998/02/07 00:00:00+00,W480491735,{4D6B4164-DD5F-40C7-A9EB-5840F42DA8FF}
133,SW48000133,TURK -A-,TX,ACTIVE WELL,USA,30.40171954,-101.8757051,00068,4244300068D1,620624,OCCIDENTAL PERMIAN LTD.,UNKNOWN,BROWN-BASSETT (ELLENBURGER),2006/05/12 00:00:00+00,W480491746,{176C4280-0547-466C-ADC8-E46BF813BFDF}
134,SW48000134,UNIVERSITY 4,TX,ACTIVE WELL,USA,30.49805364,-102.11727689,30669,4244330669D1,451551,CONOCO INC.,UNKNOWN,DEER CANYON (PENN),1996/12/24 00:00:00+00,W480491698,{23BC573D-A1D6-4A4B-811A-2FFB64CF97CC}
135,SW48000135,ACU 46,TX,ACTIVE WELL,USA,30.53614944,-102.25055144,30861,4244330861DW,506472,LEGACY RESERVES OPERATING LP,UNKNOWN,"ACU, E. (PENN SAND)",2001/06/11 00:00:00+00,W480491683,{197CBE96-87B9-4DB4-B07A-C6AE5823FE2E}
136,SW48000136,INDEPENDENCE 13,TX,ACTIVE WELL,USA,30.52425436,-102.15374416,31119,4244331119D1,604497,CONOCOPHILLIPS COMPANY,UNKNOWN,DEER CANYON (STRAWN),2006/09/29 00:00:00+00,W480491693,{17267F2A-6197-4FAA-A83B-E979227D0440}
137,SW48000137,CITY OF ABILENE,TX,ACTIVE WELL,USA,32.47574468,-99.76312643,34471,4244134471D1,785008,SOJOURNER DRILLING CORPORATION,UNKNOWN,CARL WORSHAM CATCLAW (TANNEHILL),2015/04/08 00:00:00+00,W480489962,{F42322A7-048D-4078-B093-022FCAE9A68D}
138,SW48000138,OLIVER,TX,ACTIVE WELL,USA,32.94795583,-97.47404003,30167,4243930167D1,-999,WESTERN PRODUCTION COMPANY,UNKNOWN,"NEWARK, EAST (BARNETT SHALE)",1993/06/09 00:00:00+00,W480489731,{FF35B69A-1CFC-4C08-B88C-FB867A24372B}
139,SW48000139,"STITES, A. MRS.",TX,ACTIVE WELL,USA,30.58456911,-100.40164668,00091,4243500091D1,-999,"GRACE PETROLEUM OPERATING, LLC",UNKNOWN,"BRANCH, NORTH (STRAWN)",1979/07/05 00:00:00+00,W480496733,{4F6C6076-613F-4BF3-B037-E2A96211EF7F}
140,SW48000140,SHURLEY 165,TX,ACTIVE WELL,USA,30.45620397,-100.74571168,38472,4243538472D1,637639,"ENERVEST OPERATING, L.L.C.",UNKNOWN,"SAWYER (STRAWN, NORTH)",2007/08/05 00:00:00+00,W480496763,{EB331BC6-7C40-4FA5-8E26-403026CF1F7C}
141,SW48000141,BLOODWORTH 140,TX,ACTIVE WELL,USA,30.56853693,-100.76872255,35259,4243535259DW,830680,"ENERVEST OPERATING, L.L.C.",UNKNOWN,NOT AVAILABLE,,W480496737,{E1CFD61E-893E-4131-8E49-5792B540029F}
142,SW48000142,"WARD, RIP ""B""",TX,ACTIVE WELL,USA,30.54941017,-100.67861423,38087,4243538087D1,623713,"ENERVEST OPERATING, L.L.C.",UNKNOWN,SAWYER (CANYON),2006/10/04 00:00:00+00,W480496724,{60E6263F-B48C-4940-92E4-C88335BFC8B9}
143,SW48000143,BLOODWORTH 139,TX,ACTIVE WELL,USA,30.57956984,-100.76576325,35261,4243535261DW,772094,HIGHMOUNT EXPL & PROD TEXAS LLC,UNKNOWN,NOT AVAILABLE,,W480496730,{477A58D7-0DB5-4729-8044-3557066F1D7C}
144,SW48000144,ELIASVILLE (CADDO) UNIT,TX,ACTIVE WELL,USA,32.92029263,-98.79646782,31620,4242931620DW,756936,"BASA RESOURCES, INC.",UNKNOWN,STEPHENS COUNTY REGULAR,2013/05/20 00:00:00+00,W480495475,{86353A66-F3BE-431D-9D5E-571C2F54ECED}
145,SW48000145,RANGER,TX,ACTIVE WELL,USA,32.79574604,-98.94231445,36969,4242936969D1,798236,PETEX,UNKNOWN,STEPHENS COUNTY REGULAR,2015/05/16 00:00:00+00,W480495507,{551C0EBA-35F4-482E-A9D6-767D3FF38C4B}
146,SW48000146,GARCIA,TX,ACTIVE WELL,USA,26.32976158,-98.56402376,33738,4242733738DW,719671,"REVEILLE RESOURCES (TEXAS), INC.",UNKNOWN,NOT AVAILABLE,,W480493627,{00D527EF-4AAA-4C9D-A90A-C48157C90453}
147,SW48000147,T. B. SLICK EST. A-529,TX,ACTIVE WELL,USA,26.48969701,-98.60676801,33435,4242733435D1,523349,CONOCO INC.,UNKNOWN,NOT AVAILABLE,,W480493695,{D9E91ACA-02D4-4475-8763-1D171DDBCF04}
148,SW48000148,SLICK STATE B,TX,ACTIVE WELL,USA,26.44272799,-98.51845766,34651,4242734651D2,760285,"URBAN OIL & GAS GROUP, LLC",UNKNOWN,"FLORES (VICKSBURG, LOWER)",2013/07/02 00:00:00+00,W480493607,{A9A82D8E-4D25-4C6E-97B2-7954FBBB1CFF}
149,SW48000149,GARCIA L&L CO.,TX,ACTIVE WELL,USA,26.44120308,-98.59030573,34071,4242734071D1,630384,SMITH PRODUCTION INC.,UNKNOWN,RINCON (VICKSBURG CONS.),2013/02/23 00:00:00+00,W480493622,{E4BCCCEF-3CE9-41BA-A8F6-D0A88016F0A1}
150,SW48000150,"GARCIA, M. S.T.",TX,ACTIVE WELL,USA,26.3249536,-98.69797807,32978,4242732978D1,622468,WAGNER OIL COMPANY,UNKNOWN,GARCIAS RIDGE (QUEEN CITY),2006/09/26 00:00:00+00,W480493634,{2407B376-602D-4AEF-9754-B93291644CCF}
151,SW48000151,ALVAREZ-HINOJOSA GAS UNIT,TX,ACTIVE WELL,USA,26.4359972,-98.58404368,32960,4242732960D1,489793,SMITH PRODUCTION INC.,UNKNOWN,RINCON (VICKSBURG CONS.),2000/01/18 00:00:00+00,W480493642,{63963786-8D6B-4F5F-B539-EEE9CA7B72BF}
152,SW48000152,REILLY HEIRS,TX,ACTIVE WELL,USA,26.43305938,-98.58749277,31175,4242731175D1,673278,SMITH PRODUCTION INC.,UNKNOWN,RINCON (VICKSBURG CONS.),2009/01/10 00:00:00+00,W480493698,{434F316A-4E1F-4ACE-906B-D9F88FECF140}
153,SW48000153,CANTU,TX,ACTIVE WELL,USA,26.43183633,-98.53960067,32907,4242732907D1,505249,WAGNER OIL COMPANY,UNKNOWN,FLORES (VICKSBURG K-1),2001/02/22 00:00:00+00,W480493700,{10850A60-0C0C-46FD-8E21-9DF2B0CC87DC}
154,SW48000154,MCCLURE NORTH,TX,ACTIVE WELL,USA,26.4976055,-98.99635287,33897,4242733897D2,812924,"BLUESTONE NATURAL RES. II, LLC",UNKNOWN,HUBBLE (REKLAW 2300),2016/01/27 00:00:00+00,W480493552,{E8569EA0-41D2-4F16-8AC1-2631B4885ABD}
155,SW48000155,"SALINAS, FAUSTO ET AL",TX,ACTIVE WELL,USA,26.37843027,-98.5544476,33325,4242733325DW,673375,WAGNER OIL COMPANY,UNKNOWN,SAMANO (K SAND),2008/07/01 00:00:00+00,W480493632,{7E1ADFE9-4B78-4D1A-8711-CC032E10C0AB}
156,SW48000156,"SLICK, T. B. ESTATE",TX,ACTIVE WELL,USA,26.45439369,-98.54981276,33790,4242733790DW,608330,MERIT ENERGY COMPANY,UNKNOWN,HINDE (VICKSBURG CONSOLIDATED),2008/03/11 00:00:00+00,W480493573,{8B9253B3-10EE-417C-82F3-176630A891D0}
157,SW48000157,"SLICK, T. B. ESTATE",TX,ACTIVE WELL,USA,26.45395803,-98.54580747,33702,4242733702DW,700453,MERIT ENERGY COMPANY,UNKNOWN,HINDE (VICKSBURG CONSOLIDATED),2010/10/08 00:00:00+00,W480493576,{598FF262-E09A-4B3A-B22F-EF516AA3DDEF}
158,SW48000158,COOPER FOUNDATION,TX,ACTIVE WELL,USA,26.77844775,-98.92578655,34156,4242734156DW,791726,"BLUESTONE NATURAL RES. II, LLC",UNKNOWN,REINA (BASAL QUEEN CITY),2014/09/06 00:00:00+00,W480493513,{D25514FC-ACFE-48F5-A9FB-B9E356E415A8}
159,SW48000159,GUERRA 'D',TX,ACTIVE WELL,USA,26.6679189,-98.38469485,33827,4242733827DW,728806,WHITE OAK OPERATING COMPANY LLC,UNKNOWN,LA REFORMA (5800 SD.),2012/01/06 00:00:00+00,W480493497,{AC7D8592-6D73-4148-A9CB-B681BBED5028}
160,SW48000160,SLICK 230,TX,ACTIVE WELL,USA,26.5411882,-98.55328438,33643,4242733643D2,552116,MERIT ENERGY COMPANY,UNKNOWN,YZAGUIRRE (4540),2004/10/14 00:00:00+00,W480493512,{47EADF9E-7856-4186-987A-5A186CC894F8}
161,SW48000161,"SLICK, T.B. STATE ""B"" 232",TX,ACTIVE WELL,USA,26.52986045,-98.57568247,33726,4242733726D2,771790,HILCORP ENERGY COMPANY,UNKNOWN,RINCON (VICKSBURG CONS.),2013/10/13 00:00:00+00,W480493523,{E31BB210-08FC-47BA-B6EF-63BD4BFFFAB3}
162,SW48000162,"SLICK, T.B. EST. -A- 265",TX,ACTIVE WELL,USA,26.5210625,-98.56681172,33318,4242733318D1,779832,HILCORP ENERGY COMPANY,UNKNOWN,RINCON (A-1 FRIO),2014/02/22 00:00:00+00,W480493453,{AB8AAD27-678B-4E41-BFCE-48A258E4B05F}
163,SW48000163,TEXAS OSAGE GU,TX,ACTIVE WELL,USA,26.70062239,-98.41419832,33232,4242733232D2,495291,MERIT ENERGY COMPANY,UNKNOWN,ALVARADO (VICKSBURG),2000/08/11 00:00:00+00,W480493465,{2F6E250E-CA83-4856-8CF3-CC098E142172}
164,SW48000164,"HALL, J.F. - STATE",TX,ACTIVE WELL,USA,26.61200307,-98.53523862,33419,4242733419D1,542377,KERR-MCGEE OIL & GAS ONSHORE LLC,UNKNOWN,NOT AVAILABLE,,W480493515,{5D7348CE-CBB3-4A1D-A5C6-DF0DE4B709F6}
165,SW48000165,"SPEER, GEO. H. ST. 'B'",TX,ACTIVE WELL,USA,26.66914362,-98.50807876,34506,4242734506D1,817258,"KILLAM OIL CO., LTD.",UNKNOWN,SUN (5530),2016/07/15 00:00:00+00,W480493448,{9F36CA01-D40D-480C-9A43-99FDC57E594D}
166,SW48000166,"SPEER, GEO. H. ST. 'B'",TX,ACTIVE WELL,USA,26.66934447,-98.50788116,34506,4242734506D2,817258,"KILLAM OIL CO., LTD.",UNKNOWN,SUN (5530),2016/07/15 00:00:00+00,W480493448,{5DB89115-5FD7-49AD-BC56-CBC1637E0348}
167,SW48000167,SEMMES,TX,ACTIVE WELL,USA,26.36654039,-98.71027265,34151,4242734151D1,642053,KALER ENERGY CORP.,UNKNOWN,GARCIAS RIDGE (QUEEN CITY),2007/10/22 00:00:00+00,W480493843,{DF071354-B947-4D65-A649-81DE2DEAB8A6}
168,SW48000168,KEEGAN GIBSON UNIT,TX,ACTIVE WELL,USA,32.45315615,-95.32632466,00659,4242300659D1,463366,"WTXR OPERATING (TEXAS), INC.",UNKNOWN,MOLLY-JANE (PALUXY),1997/09/01 00:00:00+00,W480495611,{01FC0AF0-1ED2-426E-BC3E-2ED6DEA0EA9E}
169,SW48000169,MANLEY FAMILY PARTNERSHIP,TX,ACTIVE WELL,USA,32.48781856,-95.2775587,32266,4242332266DW,772226,GOLDSTON OIL CORPORATION,UNKNOWN,BEAUCHAMP SPRINGS (PALUXY),2014/03/10 00:00:00+00,W480495594,{AEDA51DC-142E-4E0B-AEA3-3328B6C26712}
170,SW48000170,"SAND FLAT, WEST (PALUXY A)UNIT",TX,ACTIVE WELL,USA,32.4861165,-95.27017273,32309,4242332309D1,806192,GOLDSTON OIL CORPORATION,UNKNOWN,"SAND FLAT, W. (PALUXY ""A"")",2016/01/27 00:00:00+00,W480495595,{DF055EE1-9824-4DE6-A2EB-08D875D06433}
171,SW48000171,"SAND FLAT, WEST (PALUXY A)UNIT",TX,ACTIVE WELL,USA,32.48583823,-95.26890219,32309,4242332309D2,806192,GOLDSTON OIL CORPORATION,UNKNOWN,"SAND FLAT, W. (PALUXY ""A"")",2016/01/27 00:00:00+00,W480495595,{E7F9DC29-CEE3-4756-B01B-9E004E53EDF2}
172,SW48000172,"COLE, WILLIAM F. JR.",TX,ACTIVE WELL,USA,32.3860321,-95.45145987,31363,4242331363D2,449673,FORTUNE RESOURCES LLC,UNKNOWN,HOPPER (RODESSA),1996/09/09 00:00:00+00,W480495634,{5D03EAEC-9082-409E-8FD3-0CDD02A4D09C}
173,SW48000173,"COLE, WILLIAM F. JR.",TX,ACTIVE WELL,USA,32.3843563,-95.44850066,31363,4242331363D1,449673,FORTUNE RESOURCES LLC,UNKNOWN,HOPPER (RODESSA),1996/09/09 00:00:00+00,W480495634,{EE41CD30-AD2C-456F-BEF6-B42D695657A3}
174,SW48000174,"COLE, WILLIAM F. JR.",TX,ACTIVE WELL,USA,32.38391678,-95.45169817,31363,4242331363D3,449673,FORTUNE RESOURCES LLC,UNKNOWN,HOPPER (RODESSA),1996/09/09 00:00:00+00,W480495634,{7B14E37A-A3BB-4854-91F8-57EDA89DB313}
175,SW48000175,KATHERINE LUSCOMBE GAS UNIT,TX,ACTIVE WELL,USA,32.25980963,-95.40064425,32262,4242332262D1,682410,VALENCE OPERATING COMPANY,UNKNOWN,NOONDAY (TRAVIS PEAK),2016/06/04 00:00:00+00,W480495691,{BC4AEE19-FE71-400A-914B-40E2B2BAFA72}
176,SW48000176,GIFT RANCH,TX,ACTIVE WELL,USA,32.58388165,-95.3738761,32397,4242332397D1,824303,"STRAND ENERGY, L.C.",UNKNOWN,NKB (SUB-CLARKVILLE),2017/06/23 00:00:00+00,W480495939,{93493CC2-02D6-46C5-A121-85C0C4D11848}
177,SW48000177,"RUDMAN, I.",TX,ACTIVE WELL,USA,32.34810294,-95.1232633,31923,4242331923D2,558370,BRG LONE STAR LTD.,UNKNOWN,CHAPEL HILL (COTTON VALLEY),2005/06/14 00:00:00+00,W480495670,{D5BF24B7-4773-4435-B8CA-07E77C317894}
178,SW48000178,ANDERSON CHARITABLE TRUST,TX,ACTIVE WELL,USA,32.59952685,-95.33217911,32304,4242332304H1,729509,"MAXIMUS OPERATING, LTD.",UNKNOWN,"CROW (PALUXY, LOWER)",2012/03/05 00:00:00+00,W480495575,{9F470B43-1364-417A-AA87-03DAA07972FC}
179,SW48000179,CRAIG E,TX,ACTIVE WELL,USA,36.43073863,-101.7668204,30522,4242130522D1,386035,SCOUT ENERGY MANAGEMENT LLC,UNKNOWN,CRAIG RANCH (MORROW),2005/04/15 00:00:00+00,W480495954,{B682E0EA-195D-4D6A-92D9-D3B1DAF5B461}
180,SW48000180,KING GU,TX,ACTIVE WELL,USA,31.91105779,-94.16817421,31561,4241931561D1,692448,"SHERIDAN PRODUCTION COMPANY, LLC",UNKNOWN,CARTHAGE (HAYNESVILLE SHALE),2010/12/07 00:00:00+00,W480496817,{F50FAE49-8ACA-4F05-BAE2-91FF23D33D1B}
181,SW48000181,LOWE,TX,ACTIVE WELL,USA,31.95217023,-94.00735118,30681,4241930681D1,441305,"BROOKSTON ENERGY, INC.",UNKNOWN,JOAQUIN (TRAVIS PEAK),2006/09/05 00:00:00+00,W480496832,{B15FA552-8B60-4751-A378-090861938260}
182,SW48000182,BP ETHRIDGE 971,TX,ACTIVE WELL,USA,31.73778797,-94.31697664,31239,4241931239DW,651397,BP AMERICA PRODUCTION COMPANY,UNKNOWN,STOCKMAN (COTTON VALLEY),2008/04/09 00:00:00+00,W480496867,{6A3B1BEF-FF02-44E3-8206-54EE9A8B7C9D}
183,SW48000183,OLIVER UNIT,TX,ACTIVE WELL,USA,31.7288845,-94.33734887,31336,4241931336D2,666946,"DEVON ENERGY PRODUCTION CO, L.P.",UNKNOWN,STOCKMAN (COTTON VALLEY),2008/12/08 00:00:00+00,W480496872,{6C7F1D2D-2328-4C3E-AAC8-5C0E1EFA9153}
184,SW48000184,"LOUT, MIKE AND TRISH GAS UNIT",TX,ACTIVE WELL,USA,31.70648904,-94.12920119,31219,4241931219D1,647740,XTO ENERGY INC.,UNKNOWN,HUXLEY (6100),2008/07/04 00:00:00+00,W480496860,{D5CA3594-D413-4D43-9AA8-AF0D3631B57E}
185,SW48000185,CREST E,TX,ACTIVE WELL,USA,31.61452036,-93.96101703,31620,4241931620H1,700733,XTO ENERGY INC.,UNKNOWN,CARTHAGE (HAYNESVILLE SHALE),2013/10/10 00:00:00+00,W480496859,{15D538FC-D3E1-40D1-AD11-B1569946D472}
